class,text,clean_tweet,Hash words
1,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha","""@kingcuh: io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",No hashtags
1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!","""@kinghendo95: naw old tape. new cover . upcom mixtap #kingofthehill"" yeah i'm wait hoe mayne!","#KingOfTheHill"""
1,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.","""@kingteej_: ol dirti foot as bitches.."" funni me.",No hashtags
1,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY","""@king_shawn_6: that' i get yellow flag amaz &#128079;&#128524;"" hell yeah niggi",No hashtags
1,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""","""@kissmysmilee: don't got time bitch actin iffy.""",No hashtags
2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT","""@knightfann #ucfpinkparti come stay aliv knight nation!!!!"" thi still earli bird special. #comeatmeut",#UCFPINKPARTY #ComeAtMeUT
1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them","""@kyranadiya_: these hoe ain't loyal ; ain't http://t.co/h1ubsvbkgl"" smfh &amp; wonder nobodi decent want",No hashtags
1,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!","""@lcistj: bruh, stud keep think i'm soft hell. ask ya girl mani time scream bitch. oh okay. stfu."" bye hoe!",No hashtags
1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;","""@lodycash: dri pussi bitch alway blame condom&#128514;""&#128079;&#128514;&#128079;&#128514;",No hashtags
1,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;","""@lunaraps: shut yo bitch as up!",No hashtags
1,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""","""@laflaregodjosh: gucci mane jail drop mixtap everi month hoe can't even text back""",No hashtags
1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""","""@latrobemark: you love hoe money wat wrong niggas""",No hashtags
1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol","""@lebronvuitton: a loyal bitch burb without daddi issu like find holograph mewtwo."" ...sound like lol",No hashtags
1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !","""@lilfridayhoe: easi cum, easi hoe"" that' fact !",No hashtags
1,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.","""@lifeasbros: charli sheen real http://t.co/gggdk3kov7"" major fuck respect charli sheen.",No hashtags
1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho","""@lightskingawdd: wish i bae &#128533;"" you got hoe tho",No hashtags
1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""","""@lil_mike_12: fuck twerk bitch cook ?""",No hashtags
1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB","""@linniekravitz: bitch wtf"" http://t.co/dasmycxodb",No hashtags
1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now","""@lipe_the_great: &#8220;@h0rheyd: ""@lipe_the_great: shut zoe"" fight pussy&#8221; zoe? i'm good, man."" you good ma'am. move along",No hashtags
1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em","""@lolaaisdope: lmao fuck snake bitches"" em",No hashtags
1,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;","""@loveable_aizah: big booti hoe everywher sheesh &#128525;"" damn &#127807;&#128064;&#127807;",No hashtags
2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum","""@mlbnetwork: stay tune updat report 1b 8-10 weeks"" #bum",#bum
2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04","""@m_rad: &#8220;@dezdlt: ""i play soccer, cheat girls, wear khaki colour cargos"" haircut http://t.co/tycihd6pkw&#8221; ye lmfao""@soccerboy_04",No hashtags
1,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT","""@madflyentist: oregon choke everi year get field trash as program"" rft",No hashtags
1,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo","""@mannydiesel: def cowboy lol rt terrel owen best eagl &amp; cowboy ever"" ..dude cri like bitch tv, romo",No hashtags
0,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers","""@markroundtreejr: lmfaoooo i hate black peopl",No hashtags
1,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent","""@master11_: how could u bitch"" potent",No hashtags
2,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.","""@maxmayo77: http://t.co/3jk4kr44x3"" piss lad past out. i would lick dirti sol slept.",No hashtags
2,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles","""@maxmayo77: http://t.co/prrskknqrv"" love frat boy w/ soft long sol",No hashtags
2,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.","""@maxmayo77: http://t.co/xpsc3makgj"" sexi lad hot sol arches.",No hashtags
1,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel","""@megamindnick: nah famili i gotta cheat hoes"" depend femal feel",No hashtags
2,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol","""@mesha_nojas: &#128079;&#128079;&#128079;&#128079;&#128588;"" i got hick lol",No hashtags
1,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch","""@migsmichelen: thi new twitter confus shit me."" go back south america bitch",No hashtags
1,"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy","""@miikito_x3: toto mean as vagina?""i think pussi caus toto santi like nasti pussi",No hashtags
1,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!","""@mikelahenry: actual choos ugli bitch you? &#58381;""her as must fat!",No hashtags
1,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*","""@mileycyrus: bitch kill vibe ya tried. &#127752;&#127752;&#127752;"" di love miley :*",No hashtags
1,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.","""@montrell_: i'm tire bitch say i look mean.. &#128530;"" nigga big af, wear tight shirts, grim everybody.",No hashtags
2,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate","""@motherjones: 10 bird grandkid may never see, thank climat chang http://t.co/xqmxhkaswt http://t.co/rbitegrnhm"" #climat",#Climate
1,"""@MvckFadden: ""Stay beautiful you bitch""""","""@mvckfadden: ""stay beauti bitch""""",No hashtags
1,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls","""@nickiminaj: #wutkinda r purple. ceeeleee""man gurl ju playin ""stupid hoe "" track. but still shit sum gurl",#WutKinda
1,"""@NastyCopper: Money getting taller and bitches getting blurry""","""@nastycopper: money get taller bitch get blurry""",No hashtags
1,"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;","""@newsomejade: i ain't never seen bitch obsess nigga&#128514;"" i'm obsess mine &#128529;",No hashtags
1,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.","""@nicholas_ted33: kobe stay talk trash. but let' forget http://t.co/vh4tnekvtp"" i meant one. smh.",No hashtags
0,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao","""@nochillpaz: ""at least i'm nigger"" http://t.co/rgja7cfoit"" lmfao",No hashtags
1,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol","""@no_fakingg: peopl alway ask i'm mix with."" she bad asian bitch lol",No hashtags
0,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo","""@notoriousbm95: ariza snake coward"" least crippl like hero roach lmaoo",No hashtags
2,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf","""@osay_it_aint_so: &#8220;@ignorealllaws: foster home imaginari trash&#8221; whoa chill"" show everyth tf",No hashtags
1,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!","""@officialreplay: i lowkey tired."" ...if tired, quiet go sleep hoe!",No hashtags
1,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""","""@prayingforhead: &#8220;@macklemroe: stop bring weird nigger mentions! http://t.co/cussdjesrk""",No hashtags
1,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""","""@prettyboss_brat: we love hoe &#128080;&#128581;""",No hashtags
1,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""","""@patrickquelo: if yo girl cant homeboy ol weak bitch as nigga!""",No hashtags
1,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""","""@patsfanjoe32: i think worst advic i gave "" pussi speed up"" lol""",No hashtags
1,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy","""@poemsporn: quot tweet favorit animal.""pussi",No hashtags
1,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""","""@poetic_success: i hate stripper tell they'r ""dancers"". hoe, ballet dancer pop pussi beethoven. you stripper!""",No hashtags
1,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh","""@poffalicious: andrewbryant: poff doubl vision 2 beer poff: ... doubl pussi &#128526;"" smh",No hashtags
1,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""","""@poobie_: when bitch twerk computer.... me: ""in ya &#128089;, ya damn &#128089;&#8252;&#65039;""""",No hashtags
1,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!","""@prodsjewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: prince, thi art. http://t.co/ephrwxmbhr&#8221; nobodi takin bitch!",No hashtags
2,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""","""@quan1t0: 61% welfare/govern aid claim white people. so y'all black slander trash now.""",No hashtags
1,"""@QUAN1T0: These bitches don't care they just play that role.""","""@quan1t0: these bitch care play role.""",No hashtags
1,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.","""@queen_kaaat: it took find me, i hide in lime tree."" di bitch da wrong tree bro.",No hashtags
0,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag","""@rtnba: drake new shoe releas nike/jordan.... yes, there' glitter shoe http://t.co/qctplxhexm"" ....dude fag",No hashtags
2,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo","""@rachiesoul: inna di ghetto!!!"" you alon lmaoo",No hashtags
2,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know","""@ramboutit: &#8220;@master11_: hoe austin&#8221; teach u austin.""i teach u get curved? that' i know",No hashtags
1,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!","""@reachtheeclimax: bitch can't cook know suck dick .."" s/o one both!",No hashtags
1,"""@RenegadeMo: Fat hoes get chose"" lol","""@renegademo: fat hoe get chose"" lol",No hashtags
1,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal","""@riahsm: #hoesaintloyal"" well they'r hoes,no one expect loyal","#hoesaintloyal"""
1,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG","""@rishaawilliams: ol bitch ass"" http://t.co/amcoiny0wg",No hashtags
1,"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo","""@rnadjorell: bruh im tire nigga retweetin miley cyru nake bitch aint type bad"" lmaooo",No hashtags
1,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you","""@sactownprodigy: just toni romo mav game dont mean still bitch lmao.. fuk cowgirls"" lol bitch fuck",No hashtags
1,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*","""@samjlayman : holi shit, freddi highmor charli chocol factory"" me: *roll floor, laughing*",No hashtags
1,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot","""@samirahusic_: ""i want sex gf i feel like i'm use her.."" - anonymous"" whata faggot",No hashtags
1,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't","""@sexualgxfs: one follow &#128525;&#128553; http://t.co/f1tjl9xnct"" somebody, bitch",No hashtags
1,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!","""@shaa_jenkins: if ya bitch alway bitch clearli care!"" or annoy bitch!",No hashtags
1,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""","""@shantaughther: these catfish hoe thinkin slick.. but nigga catch &#128524;""",No hashtags
1,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real","""@shewenttojordan: can't worri bitch ain't worri bout me"" #real",#real
1,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""","""@showarrive: side hoe insecur nigga can't handl real one.""",No hashtags
1,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;","""@shun_stokes: &#128514;&#128514;&#128514;&#128514;rt lmao! thi bitch come scoot tent like fuck shit up!"" &#128557;&#128557;&#128557;",No hashtags
1,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""","""@shun_stokes: my cousin said share hoe brothers. he said share care love brother &#128514;""",No hashtags
1,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;","""@slimgirl_probz: i'm hungri ionn wanna spend money food&#128530;""brok hoe problem &#128514;&#128514;&#128514;&#128128;",No hashtags
1,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""","""@smeegbaby: dese hoe lyin u nigga""",No hashtags
1,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch","""@snakecharmsdump: http://t.co/4b427dqzcv"" oh yeah fuck bitch",No hashtags
2,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash","""@sportscenter: eli man threw nfl-lead 27th intercept season."" lmao trash",No hashtags
2,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch","""@sportscenter: usc senior rb anthoni brown call head coach steve sarkisian racist quit team. &#187; http://t.co/joosdsubir"" he' bitch",No hashtags
